Check for Updates...	Zkontrolovat aktualizace...
Reference to 'XX' not possible.	Odkaz na 'XX' není k dispozici.
Watch	Kukátko
Variable	Proměnná
Value	Hodnota
Type	Typ
Call Stack	Zásobník volání
Dialog	Dialogové okno
New Library	Nová knihovna
New Module	Nový modul
New Dialog	Nové dialogové okno
All	Vše
Page	Stránka
"You will have to restart the program after this edit.
Continue?"	"Po této úpravě budete muset restartovat program.
Pokračovat?"
Do you want to replace the text in all active modules?	Přejete si nahradit text ve všech aktivních modulech?
Watch:	Kukátko:
Calls: 	Volání: 
My Macros	Moje makra
My Dialogs	Moje dialogová okna
My Macros & Dialogs	Moje makra a dialogová okna
%PRODUCTNAME Macros	Makra %PRODUCTNAME
%PRODUCTNAME Dialogs	Dialogová okna %PRODUCTNAME
%PRODUCTNAME Macros & Dialogs	Makra a dialogová okna %PRODUCTNAME
Remove Watch	Odstranit kukátko
Do you want to overwrite the XX macro?	Přejete si nahradit makro XX?
<Not localized>	<Nelokalizováno>
[Default Language]	[Výchozí jazyk]
Document Objects	Objekty dokumentu
Forms	Formuláře
Modules	Moduly
Class Modules	Moduly tříd
Rename	Přejmenovat
Replace	Nahradit
Dialog Import - Name already used	Import dialogového okna - název je již použit
"The library already contains a dialog with the name:

$(ARG1)

Rename dialog to keep current dialog or replace existing dialog.
 "	"Knihovna již obsahuje dialogové okno s názvem:

$(ARG1)

Přejmenujte dialogové okno, chcete-li zachovat aktuální dialogové okno, nebo nahraďte existující dialogové okno.
 "
Add	Přidat
Omit	Vynechat
Dialog Import - Language Mismatch	Import dialogového okna - nekompatibilní jazyky
"The dialog to be imported supports other languages than the target library.

Add these languages to the library to keep additional language resources provided by the dialog or omit them to stay with the current library languages.

Note: For languages not supported by the dialog the resources of the dialog's default language will be used.
 "	"Importované dialogové okno podporuje jiné jazyky než cílová knihovna.

Přidejte tyto jazyky do knihovny, chcete-li zachovat jazykové zdroje poskytované dialogovým oknem, nebo je vynechejte, chcete-li ponechat v knihovně pouze aktuální jazyky.

Poznámka: Pro jazyky, které nejsou dialogovým oknem podporovány, se použijí zdroje výchozího jazyka okna.
 "
Pages:	Stránky:
All Pages	Všechny stránky
Pages:	Stránky
Even pages	Sudé stránky
Odd pages	Liché stránky
Choose	Vybrat
Run	Spustit
Save	Uložit
Object Catalog	Katalog objektů
Objects Tree	Strom objektů
Properties: 	Vlastnosti: 
No Control marked	Není označeno žádné ovládací pole
Multiselection	Vícenásobný výběr
[Default Language]	[Výchozí jazyk]
<Press 'Add' to create language resources>	<Stisknutím 'Přidat' vytvoříte jazykové zdroje>
Export library as extension	Exportovat knihovnu jako rozšíření
Export as BASIC library	Exportovat jako knihovnu BASIC
Extension	Rozšíření
Basic Macros	Makra v Basicu
Run	Spustit
Existing Macros In:	Existující makra v:
Macro From	Makro z
Save Macro In	Uložit makro do
Macro Name	Název makra
Assign...	Přiřadit...
Edit	Upravit
Delete	Vymazat
New	Nový
Organizer...	Organizátor...
New Library	Nová knihovna
New Module	Nový modul
Manage Breakpoints...	Spravovat body přerušení...
Active	Aktivní
Properties...	Vlastnosti...
Set Default User Interface Language	Nastavit výchozí jazyk uživatelského rozhraní
Default language:	Výchozí jazyk:
Available languages:	Dostupné jazyky:
Select a language to define the default user interface language. All currently present strings will be assigned to the resources created for the selected language.	Vyberte jazyk, který bude použit jako výchozí jazyk uživatelského rozhraní. Do zdrojů vytvořených pro zvolený jazyk se zkopírují všechny aktuální řetězce.
Select languages to be added. Resources for these languages will be created in the library. Strings of the current default user interface language will be copied to these new resources by default.	Vyberte jazyky, které chcete přidat. V knihovně se pro tyto jazyky vytvoří zdroje. Do těchto nových zdrojů se zkopírují řetězce aktuálního výchozího jazyka.
Add User Interface Languages	Přidat jazyky uživatelského rozhraní
Delete Language Resources	Smazat jazykové zdroje
Do you want to delete the resources of the selected language(s)?	Opravdu si přejete smazat zdroje vybraných jazyků?
You are about to delete the resources for the selected language(s). All user interface strings for this language(s) will be deleted.	Chystáte se smazat zdroje pro vybrané jazyky. Všechny texty uživatelského rozhraní pro vybrané jazyky budou smazány.
Dialog:	Dialogové okno:
New...	Nové...
New...	Nové…
Password...	Heslo...
Import...	Importovat…
Export...	Exportovat...
Export Basic library	Exportovat knihovnu BASIC
Export as extension	Exportovat jako rozšíření
Export as BASIC library	Exportovat jako knihovnu BASIC
Go to Line	Přejít na řádek
Line number:	Řádek číslo:
Import Libraries	Importovat knihovny
Insert as reference (read-only)	Vložit jako odkaz (jen pro čtení)
Replace existing libraries	Nahradit stávající knihovny
Options	Možnosti
Location:	Umístění:
Library:	Knihovna:
Password...	Heslo...
New...	Nová...
Import...	Importovat...
Export...	Exportovat...
Manage Breakpoints	Spravovat body přerušení
Active	Aktivní
Pass count:	Počet průběhů:
Breakpoints	Body přerušení
Manage User Interface Languages [$1]	Spravovat jazyky uživatelského rozhraní [$1]
Present languages:	Dostupné jazyky:
The default language is used if no localization for a user interface locale is present. Furthermore all strings from the default language are copied to resources of newly added languages.	Výchozí jazyk se použije, pokud není k dispozici lokalizace uživatelského rozhraní ve zvoleném jazyce. Navíc se do nově přidaných jazyků zkopírují texty z výchozího jazyka.
Add...	Přidat...
Default	Výchozí
Module:	Modul:
New...	Nový...
New...	Nový...
Password...	Heslo...
Import...	Importovat...
Export...	Exportovat...
Name:	Název:
Basic Macro Organizer	Organizátor maker Basicu
Modules	Moduly
Dialogs	Dialogová okna
Libraries	Knihovny
%PRODUCTNAME Basic Macros	Makra v %PRODUCTNAME Basic
%PRODUCTNAME Basic Macro Organizer	Organizátor maker %PRODUCTNAME Basic
Greek	Řecky
Special	Speciální
alpha	alpha
ALPHA	ALPHA
beta	beta
BETA	BETA
gamma	gamma
GAMMA	GAMMA
delta	delta
DELTA	DELTA
epsilon	epsilon
EPSILON	EPSILON
zeta	zeta
ZETA	ZETA
eta	eta
ETA	ETA
theta	theta
THETA	THETA
iota	iota
IOTA	IOTA
kappa	kappa
KAPPA	KAPPA
lambda	lambda
LAMBDA	LAMBDA
mu	mu
MU	MU
nu	nu
NU	NU
xi	xi
XI	XI
omicron	omicron
OMICRON	OMICRON
pi	pi
PI	PI
rho	rho
RHO	RHO
sigma	sigma
SIGMA	SIGMA
tau	tau
TAU	TAU
upsilon	upsilon
UPSILON	UPSILON
phi	phi
PHI	PHI
chi	chi
CHI	CHI
psi	psi
PSI	PSI
omega	omega
OMEGA	OMEGA
varepsilon	varepsilon
vartheta	vartheta
varpi	varpi
varrho	varrho
varsigma	varsigma
varphi	varphi
element	element
noelement	noelement
strictlylessthan	strictlylessthan
strictlygreaterthan	strictlygreaterthan
notequal	notequal
identical	identical
tendto	tendto
infinite	infinite
angle	angle
perthousand	perthousand
and	and
or	or
+ Sign	Znaménko +
- Sign	Znaménko -
+- Sign	Znaménko +-
-+ Sign	Znaménko -+
Boolean NOT	Booleovské NOT
Addition +	Sčítání +
Subtraction -	Odčítání -
Multiplication (Dot)	Násobení (tečka)
Multiplication (x)	Násobení (x)
Multiplication (*)	Násobení (*)
Division (Slash)	Dělení (lomítko)
Division (÷)	Dělení (÷)
Division (Fraction)	Dělení (zlomek)
Circled Slash	Lomítko v kroužku
Circled Dot	Tečka v kroužku
Circled Minus	Minus v kroužku
Circled Plus	Plus v kroužku
Tensor Product	Tenzorový součin
Boolean AND	Booleovské AND
Boolean OR	Booleovské OR
Is Equal	Je rovno
Is Not Equal	Není rovno
Is Less Than	Je menší než
Is Greater Than	Je větší než
Is Less Than Or Equal To	Je menší nebo rovno
Is Greater Than Or Equal To	Je větší nebo rovno
Is Less Than Or Equal To	Je menší nebo rovno
Is Greater Than Or Equal To	Je větší nebo rovno
Is Much Less Than	Je mnohem menší než
Is Much Greater Than	Je mnohem větší než
Is Defined As	Je definováno jako
Is Congruent To	Je shodno s
Is Approximately Equal	Je přibližně rovno
Is Similar To	Je podobné
Is Similar Or Equal	Je podobné nebo rovno
Is Proportional To	Je úměrné k
Is Orthogonal To	Je ortogonální k
Is Parallel To	Je rovnoběžné k
Toward	Směrem
Corresponds To (Left)	Odpovídá (vlevo)
Corresponds To (Right)	Odpovídá (vpravo)
Is In	Je obsaženo
Is Not In	Není obsaženo
Owns	Obsahuje
Union	Sjednocení
Intersection	Průnik
Difference	Rozdíl
Quotient Set	Množina dělitelnosti
Subset	Podmnožina
Subset Or Equal To	Podmnožina nebo rovno
Superset	Nadmnožina
Superset Or Equal To	Nadmnožina nebo rovno
Not Subset	Není podmnožinou
Not Subset Or Equal	Není podmnožinou nebo rovno
Not Superset	Není nadmnožinou
Not Superset Or Equal	Není nadmnožinou nebo rovno
Absolute Value	Absolutní hodnota
Factorial	Faktoriál
Square Root	Druhá odmocnina
N-th Root	n-tá odmocnina
Exponential Function	Exponenciální funkce
Exponential Function	Exponenciální funkce
Natural Logarithm	Přirozený logaritmus
Logarithm	Logaritmus
Sine	Sinus
Cosine	Kosinus
Tangent	Tangens
Cotangent	Kotangens
Arcsine	Arkussinus
Arccosine	Arkuskosinus
Arctangent	Arkustangens
Arccotangent	Arkuskotangens
Hyperbolic Sine	Hyperbolický sinus
Hyperbolic Cosine	Hyperbolický kosinus
Hyperbolic Tangent	Hyperbolický tangens
Hyperbolic Cotangent	Hyperbolický kotangens
Area Hyperbolic Sine	Argument hyperbolického sinu
Area Hyperbolic Cosine	Argument hyperbolického kosinu
Area Hyperbolic Tangent	Argument hyperbolického tangens
Area Hyperbolic Cotangent	Argument hyperbolického kotangens
Sum	Suma
Sum Subscript Bottom	Suma s indexem dole
Sum Superscript Top	Suma s indexem nahoře
Sum Sup/Sub script	Suma s indexem nahoře a dole
Product	Součin (produkt)
Product Subscript Bottom	Součin s indexem dole
Product Superscript Top	Součin s indexem nahoře
Product Sup/Sub script	Součin s indexem nahoře a dole
Coproduct	Koprodukt
Coproduct Subscript Bottom	Koprodukt s indexem dole
Coproduct Superscript Top	Koprodukt s indexem nahoře
Coproduct Sup/Sub script	Koprodukt s indexem nahoře a dole
Limes	Limity
Limes Subscript Bottom	Limita s indexem dole
Limes Superscript Top	Limita s indexem nahoře
Limes Sup/Sub script	Limita s indexem nahoře a dole
Limit Inferior	Dolní limita
Limit Inferior Subscript Bottom	Dolní limita s indexem dole
Limit Inferior Superscript Top	Dolní limita s indexem nahoře
Limit Inferior Sup/Sub script	Dolní limita s indexem nahoře a dole
Limit Superior	Horní limita
Limit Superior Subscript Bottom	Horní limita s indexem dole
Limit Superior Superscript Top	Horní limita s indexem nahoře
Limit Superior Sup/Sub script	Horní limita s indexem nahoře a dole
There Exists	Existuje
There Not Exists	Neexistuje
For all	Pro všechny
Integral	Integrál
Integral Subscript Bottom	Integrál s indexem dole
Integral Superscript Top	Integrál s indexem nahoře
Integral Sup/Sub script	Integrál s indexem nahoře a dole
Double Integral	Dvojný integrál
Double Integral Subscript Bottom	Dvojný integrál s indexem dole
Double Integral Superscript Top	Dvojný integrál s indexem nahoře
Double Integral Sup/Sub script	Dvojný integrál s indexem nahoře a dole
Triple Integral	Trojný integrál
Triple Integral Subscript Bottom	Trojný integrál s indexem dole
Triple Integral Superscript Top	Trojný integrál s indexem nahoře
Triple Integral Sup/Sub script	Trojný integrál s indexem nahoře a dole
Curve Integral	Křivkový integrál
Curve Integral Subscript Bottom	Křivkový integrál s indexem dole
Curve Integral Superscript Top	Křivkový integrál s indexem nahoře
Curve Integral Sup/Sub script	Křivkový integrál s indexem nahoře a dole
Double Curve Integral	Plošný integrál
Double Curve Integral Subscript Bottom	Plošný integrál s indexem dole
Double Curve Integral Superscript Top	Plošný integrál s indexem nahoře
Double Curve Integral Sup/Sub script	Plošný integrál s indexem nahoře a dole
Triple Curve Integral	Objemový integrál
Triple Curve Integral Subscript Bottom	Objemový integrál s indexem dole
Triple Curve Integral Superscript Top	Objemový integrál s indexem nahoře
Triple Curve Integral Sup/Sub script	Objemový integrál s indexem nahoře a dole
Acute Accent	Čárka
Line Above	S pruhem
Breve	Oblouček
Reverse Circumflex	Háček
Circle	Kroužek
Dot	Tečka
Double Dot	Dvojitá tečka
Triple Dot	Trojtečka
Grave Accent	Obrácená čárka
Circumflex	Stříška
Tilde	Tilda
Vector Arrow	Vektorová šipka
Harpoon	Šipka tvaru harpuny
Line Below	Čára pod
Line Over	Čára nad
Line Through	Čára přes
Transparent	Průhledné
Bold Font	Tučné písmo
Italic Font	Kurzíva
Resize	Změnit velikost
Change Font	Změnit písmo
Color Black	Černá barva
Color Blue	Modrá barva
Color Green	Zelená barva
Color Red	Červená barva
Color Cyan	Azurová barva
Color Magenta	Barva magenta
Color Gray	Šedá barva
Color Lime	Žlutozelená barva
Color Maroon	Kaštanová barva
Color Navy	Tmavomodrá barva
Color Olive	Olivová barva
Color Purple	Purpurová barva
Color Silver	Stříbrná barva
Color Teal	Zelenomodrá barva
Color Yellow	Žlutá barva
Group Brackets	Skupinové závorky
Round Brackets	Kulaté závorky
Square Brackets	Hranaté závorky
Double Square Brackets	Dvojité hranaté závorky
Braces	Složené závorky
Angle Brackets	Špičaté závorky
Upper Ceil	Horní celá část
Floor	Dolní celá část
Single Lines	Jednoduché čáry
Double Lines	Dvojité čáry
Operator Brackets	Závorky operátoru
Round Brackets (Scalable)	Kulaté závorky (zvětšující se)
Square Brackets (Scalable)	Hranaté závorky (zvětšující se)
Double Square Brackets (Scalable)	Dvojité hranaté závorky (zvětšující se)
Braces (Scalable)	Složené závorky (zvětšující se)
Angle Brackets (Scalable)	Špičaté závorky (zvětšující se)
Ceiling (Scalable)	Horní celá část (zvětšující se)
Floor (Scalable)	Dolní celá část (zvětšující se)
Single Lines (Scalable)	Jednoduché čáry (zvětšující se)
Double Lines (Scalable)	Dvojité čáry (zvětšující se)
Operator Brackets (Scalable)	Závorky operátoru (zvětšující se)
Evaluated At	Vyhodnoceno pro
Braces Top (Scalable)	Složená závorka nahoře (zvětšující se)
Braces Bottom (Scalable)	Složená závorka dole (zvětšující se)
Subscript Right	Dolní index vpravo
Power	Exponent
Subscript Left	Dolní index vlevo
Superscript Left	Horní index vlevo
Subscript Bottom	Dolní index uprostřed
Superscript Top	Horní index uprostřed
Small Gap	Malá mezera
Blank	Mezera
New Line	Nový řádek
Vertical Stack (2 Elements)	Vertikální zásobník (2 prvky)
Vertical Stack	Vertikální zásobník
Matrix Stack	Maticový zásobník
Align Left	Zarovnat vlevo
Align Center	Zarovnat na střed
Align Right	Zarovnat vpravo
Aleph	Alef
Empty Set	Prázdná množina
Real Part	Reálná část
Imaginary Part	Imaginární část
Infinity	Nekonečno
Partial	Parciální
Nabla	Nabla
Weierstrass p	Weierstrassovo p
Dots In Middle	Tečky uprostřed
Dots To Top	Tečky nahoru
