"source"	"target"
"Preview objects"	"Visualizar objetos"
"Preview Previous Address Block"	"Visualizar bloco de endereço anterior"
"Preview Row(s)"	"Visualizar linha(s)"
"Preview View"	"Vista de  visualização"
"Preview Window"	"Janela de visualização"
"Preview Zoom"	"Visualizar zoom"
"Preview:"	"Visualizar:"
"Previous"	"Anterior"
"Previous bookmark"	"Indicador anterior"
"Previous Change"	"Alteração anterior"
"Previous commands"	"Comandos anteriores"
"Previous commands:"	"Comandos anteriores:"
"Previous Comment"	"Anotação anterior"
"Previous control"	"Controle anterior"
"Previous drawing"	"Desenho anterior"
"Previous Element"	"Elemento anterior"
"Previous Error"	"Erro anterior"
"Previous faulty table formula"	"Fórmula anterior da tabela com problema"
"Previous footnote"	"Nota de rodapé anterior"
"Previous graphic"	"Figura anterior"
"Previous heading"	"Título anterior"
"Previous index entry"	"Entrada de índice anterior"
"Previous link:"	"Vínculo anterior:"
"Previous Marker"	"Marcador anterior"
"Previous OLE object"	"Objeto OLE anterior"
"Previous page"	"Página anterior"
"Previous Page"	"Página anterior"
"Previous Record"	"Registro anterior"
"Previous record"	"Registro anterior"
"Previous Reminder"	"Lembrete anterior"
"Previous section"	"Seção anterior"
"Previous selection"	"Seleção anterior"
"Previous Slide"	"Slide anterior"
"Previous slide without effects"	"Slide anterior sem os efeitos"
"Previous slide, or previous effect"	"Slide anterior, ou efeito anterior"
"Previous table"	"Tabela anterior"
"Previous table formula"	"Fórmula anterior da tabela"
"Previous text frame"	"Quadro de texto anterior"
"Price"	"Preço"
"PRICE"	"PREÇO"
"Price/value of the asset"	"Preço ou valor do ativo"
"Price/value of the underlying asset"	"Preço ou valor do ativo mobilizado"
"Price/value S of the underlying asset"	"Preço ou valor S do ativo mobilizado"
"PRICEDISC"	"PREÇODESC"
"PRICEMAT"	"PREÇOVENC"
"Pricing of a barrier option"	"Preço de uma opção com barreira"
"Pricing of a touch/no-touch option"	"Retorna o preço de uma opção touch/no-touch"
"Primary height"	"Altura primária"
"Primary height:"	"Altura primária:"
"Primary Key"	"Chave primária"
"Primary Key Affected"	"Chave primária afetada"
"Primary key fields"	"Campos de chave primária"
"Primary Y axis"	"Eixo Y principal"
"prime"	"primo"
"princess"	"princesa"
"Principal"	"Capital"
"print"	"escrever|esc|escreva"
"Print"	"Imprimir"
"Print all documents"	"Imprimir todos os documentos"
"Print automatically inserted blank pages"	"Imprimir páginas em branco inseridas automaticamente"
"Print content"	"Imprimir conteúdo"
"Print Dialogs"	"Caixas de diálogo de impressão"
"Print dialogs"	"Caixas de diálogo de impressão"
"Print direction"	"Sentido da impressão"
"Print Directly"	"Imprimir diretamente"
"Print Document"	"Ao imprimir o documento"
"Print document"	"Imprimir documento"
"Print Document Directly"	"Imprimir documento diretamente"
"Print Documents"	"Imprimir documentos"
"Print File Directly"	"Imprimir arquivo diretamente"
"Print form letters"	"Imprimir cartas-modelo"
"Print Format"	"Formato de impressão"
"Print format"	"Formato de impressão"
"Print from bottom"	"Imprimir de baixo"
"Print from top"	"Imprimir de cima"
"Print grid"	"Imprimir grade"
"Print in reverse page order"	"Imprimir na ordem inversa das páginas"
"Print layout"	"Layout de impressão"
"Print Layout"	"Layout de impressão"
"Print merged document"	"Imprimir documento mesclado"
"Print monitor"	"Monitor de impressão"
"Print only selected sheets"	"Imprimir somente planilhas selecionadas"
"Print optimized"	"Otimizado para impressão"
"Print Options"	"Opções de impressão"
"Print options"	"Opções de impressão"
"Print Preview"	"Visualizar impressão"
"Print preview"	"Visualizar impressão"
"Print Preview pop-up menu"	"Menu pop-up de visualização de página"
"Print range"	"Intervalo de impressão"
"Print Range"	"Intervalo de impressão"
"Print Range Empty"	"Intervalo de impressão vazio"
"Print Ranges"	"Intervalos de impressão"
"Print repeated value on group change"	"Imprimir valores repetidos na mudança de grupo"
"Print repeated values"	"Imprimir valores repetidos"
"Print selection only"	"Imprimir apenas a seleção"
"Print settings"	"Configurações da impressão"
"Print text in black"	"Imprimir texto em preto"
"Print text in black"	"Texto em preto"
"Print to file"	"Imprimir em arquivo"
"Print to file"	"Imprimir para um arquivo"
"Print to File..."	"Imprimir em um arquivo..."
"Print..."	"Imprimir..."
"Printable"	"Imprimível"
"Printed"	"Impresso"
"Printed by"	"Impresso por"
"Printed items"	"Itens impressos"
"Printed on"	"Impresso em"
"Printer"	"Impressora"
"Printer busy"	"Impressora ocupada"
"Printer Language type"	"Tipo de linguagem da impressora"
"Printer language type:"	"Tipo de linguagem de impressora:"
"Printer Name"	"Nome da impressora"
"Printer Options"	"Opções da impressora"
"Printer Settings..."	"Configurar impressora..."
"Printer Setup"	"Configuração da impressora"
"Printer Warnings"	"Avisos da impressora"
"Printer warnings"	"Avisos da impressora"
"Printing"	"Impressão"
"Printing"	"Imprimindo"
"Printing is disabled. No documents can be printed."	"A impressão está desativada. Nenhum documento será impresso"
"Printing of form letters finished"	"Ao terminar a impressão de cartas formulário"
"Printing of form letters started"	"Ao iniciar a impressão de cartas formulário"
"Printing selection"	"Seleção de impressão"
"Printing sets ""document modified"" status"	"A impressão do documento define seu estado como ""modificado"""
"Printing Styles"	"Estilos de impressão"
"Printing..."	"Imprimindo..."
"PrintSize"	"TamanhoImpressao"
"Prior to reset"	"Antes de redefinir"
"Privacy"	"Privacidade"
"Private"	"Pessoal"
"Private"	"Privado"
"Private Data"	"Dados pessoais"
"Private data"	"Dados pessoais"
"Private Use Area"	"Área de uso privado"
"Privilege not granted: Only table privileges can be granted."	"Privilégio não outorgado: Somente privilégios de tabela podem ser outorgados."
"Privilege not revoked: Only table privileges can be revoked."	"Privilégio não revogado: Somente privilégios de tabela podem ser revogados."
"PROB"	"PROB"
"probability"	"probabilidade"
"Probability"	"Probabilidade"
"Probability that an asset hits a barrier assuming it follows dS/S = mu dt + vol dW"	"Probabilidade de um ativo atingir uma barreira, assumindo que segue a equação dS/S = μ dt + vol dW"
"Probability that an asset will at maturity end up between two barrier levels, assuming it follows dS/S = mu dt + vol dW (if the last two optional parameters (strike, put/call) are specified, the probability of ST in [strike, upper barrier] for a call and ST in [lower barrier, strike] for a put will be returned)"	"Retorna a probabilidade de um ativo encerrar no vencimento entre dois níveis de barreiras, assumindo que segue a equação dS/S = μ dt + vol dW . Se os dois últimos parâmetros opcionais (preço de mercado, venda/compra) são especificados, será retornada a probabilidade de ST em [preço de mercado, barreira superior] para uma compra, e ST em [barreira inferior, preço de mercado] para uma venda."
"Problem Solving"	"Solução de problemas"
"Problems During PDF Export"	"Problemas ao exportar para PDF"
"Problems during PDF export"	"Problemas ao exportar para PDF"
"Problems During Program Startup"	"Problemas durante a inicialização do programa"
"Problems When Sending Documents as E-mails From ${PRODUCTNAME}"	"Problemas ao enviar documentos como e-mails a partir do ${PRODUCTNAME}"
"Procedure $(ARG1) not found."	"O procedimento $(ARG1) não foi encontrado."
"Process interrupted by user."	"Processo interrompido pelo usuário."
"Process stopped at iteration %d of %d."	"O processo parou na iteração %d de %d."
"Process stopped due to stagnation."	"O processo parou por estagnação."
"Process stopped due to user interruption."	"O processo parou por interrupção do usuário."
"Processing"	"Processando"
"Processing metafile:"	"Processando meta-arquivo:"
"ProdDescr"	"DescProd"
"ProdName"	"NomeProd"
"Producer"	"Produtor"
"PRODUCT"	"MULT"
"PRODUCT"	"PRODUTO"
"Product"	"Produto"
"product"	"produto"
"Product Subscript Bottom"	"Produto com índice inferior"
"Product Sup/Sub script"	"Produto com índice superior e inferior"
"Product Superscript Top"	"Produto com índice superior"
"Product: [2] -- [3]"	"Produto: [2] -- [3]"
"ProductDescription"	"DescricaoProduto"
"ProductID"	"IDProduto"
"ProductName"	"NomeProduto"
"Products"	"Produtos"
"Profile"	"Perfil"
"ProgID: [1]"	"ID do programa: [1]"
"Program"	"Programa"
"Program Module"	"Módulo do programa"
"Program terminated:"	"Programa encerrado:"
"Program too large."	"O programa é muito grande."
"Progress"	"Progresso"
"Progress Bar"	"Barra de progresso"
"Progress done"	"Progresso concluído"
"Progress of saving:"	"Andamento:"
"Progress of saving: "	"Progresso do salvamento: "
"Progress value"	"Valor de progressão"
"Progress value max."	"Valor de progressão máx."
"Progress value min."	"Valor de progressão mín."
"Progress:"	"Progresso:"
"Progress: "	"Progresso: "
"ProjctDscr"	"DescProj"
"ProjctName"	"NomeProj"
"Project"	"Projeto"
"ProjectDescription"	"DescricaoProjeto"
"ProjectID"	"IDProjeto"
"Projection X"	"Projeção X"
"Projection Y"	"Projeção Y"
"ProjectName"	"NomeProjeto"
"Projector optimized"	"Otimizado para projetor"
"Projects"	"Projetos"
"Prolonged vowels (ka-/kaa)"	"Vogais prolongadas (ka-/kaa)"
"PromisDate"	"DataPromet"
"PromisedByDate"	"PrometidoParaData"
"Promote"	"Promover"
"Promote Chapter"	"Promover capítulo"
"Promote level"	"Promover nível"
"Promote Level"	"Promover um nível"
"Promote One Level"	"Promover um nível"
"Promote One Level With Subpoints"	"Promover um nível com sub-pontos"
"Promote/demote outline"	"Promover/Rebaixar estrutura de tópicos"
"Prompt user"	"Perguntar ao usuário"
"Proofreading"	"Revisão"
"PROPER"	"PRI.MAIÚSCULA"
"Properties"	"Propriedades"
"Properties "	"Propriedades "
"Properties for the task that you are performing are not available for the current selection"	"As propriedades da tarefa em execução não estão disponíveis para a seleção atual"
"Properties of "	"Propriedades de"
"Properties of “%1”"	"Propriedades de “%1”"
"Properties of %s"	"Propriedades de %s"
"Properties:"	"Propriedades:"
"Properties: "	"Propriedades: "
"Properties..."	"Propriedades..."
"Property"	"Propriedade"
"Property Name"	"Nome da propriedade"
"Property or method not found: $(ARG1)."	"Propriedade ou método não encontrado: $(ARG1)."
"Property: [1], Signature: [2]"	"Propriedade: [1], Assinatura: [2]"
"Proportional"	"Proporcional"
"Protect"	"Proteger"
"Protect Cells"	"Proteger células"
"Protect Changes..."	"Proteger alterações..."
"Protect document"	"Proteger documento"
"Protect Document"	"Proteger documento"
"Protect Document..."	"Proteger documento..."
"Protect Records"	"Proteger registros"
"Protect Records..."	"Proteger registros..."
"Protect sheet"	"Proteger planilha"
"Protect Sheet"	"Proteger planilha"
"Protect Sheet..."	"Proteger planilha..."
"Protect Spreadsheet..."	"Proteger documento..."
"Protect this sheet and the contents of protected cells"	"Proteger esta planilha e o conteúdo das células protegidas"
"Protect..."	"Proteger..."
"Protected"	"Protegido"
"Protected against manual changes"	"Protegido contra alterações manuais"
"Protected Areas"	"Áreas protegidas"
"Protected by a master password (recommended)"	"Protegido por uma senha mestre (recomendado)"
"Protected cells can not be modified."	"Não é possível modificar células protegidas."
"Protected object position"	"Posição do objeto protegido"
"Protected object size"	"Tamanho do objeto protegido"
"Protected Sheet"	"Planilha protegida"
"Protection"	"Proteção"
"Protection for the sheets will not be removed."	"A proteção das planilhas não será removida."
"Provides an internal number for the date given."	"Fornece um número interno para a data determinada."
"Provides the NUMBERTEXT/MONEYTEXT spreadsheet functions which convert numbers to localized text, e.g. '100' to 'hundred'."	"Disponibiliza as função POR.EXTENSO que faz a conversão de um valor numérico para um valor por extenso."
"Proxy"	"Proxy"
"Proxy server"	"Servidor proxy"
"Proxy server:"	"Servidor proxy:"
"PS: Cognitive Constant"	"PS: Constante cognitiva"
"PS: Constriction Coefficient"	"PS: Coeficiente de constrição"
"PS: Mutation Probability"	"PS: Probabilidade de mutação"
"PS: Mutation Probability (0-0.005)"	"PS: Probabilidade de mutação (0 - 0,005)"
"PS: Social Constant"	"PS: Constante social"
"Psalter Pahlavi"	"Psalter Pahlavi"
"PSD - Adobe Photoshop"	"PSD - Adobe Photoshop"
"Psi"	"Psi"
"psi"	"psi"
"PSI"	"PSI"
"pt"	"pt"
"Public Key"	"Chave pública"
"Publication type"	"Tipo de publicação"
"Publication Type"	"Tipo de publicação"
"Publish the new web site:"	"Publicar o novo site:"
"Publisher"	"Editora"
"Publisher:"	"Editora:"
"Publishing product features"	"Publicando recursos do produto"
"Publishing product information"	"Publicando informações do produto"
